gene_symbol,ensg_id,gene_type,gene_length,ensp_id,protein_length
POU6F1,ENSG00000184271,protein_coding,6402,ENSP00000330190,611
DEFB108B,ENSG00000184276,protein_coding,666,ENSP00000333234,73
TM2D3,ENSG00000184277,protein_coding,11894,ENSP00000330433,247
TSSC4,ENSG00000184281,protein_coding,2659,ENSP00000331087,329
TACSTD2,ENSG00000184292,protein_coding,1820,ENSP00000360269,323
SIX6,ENSG00000184302,protein_coding,2592,ENSP00000328596,246
PRKD1,ENSG00000184304,protein_coding,5811,ENSP00000390535,920
CCSER1,ENSG00000184305,protein_coding,13997,ENSP00000425040,900
ZDHHC23,ENSG00000184307,protein_coding,7147,ENSP00000492287,435
MROH7,ENSG00000184313,protein_coding,9088,ENSP00000396622,1323
S100A7A,ENSG00000184330,protein_coding,4458,ENSP00000329008,101
SRPK3,ENSG00000184343,protein_coding,4744,ENSP00000420058,634
GDF3,ENSG00000184344,protein_coding,1236,ENSP00000331745,364
IQCF2,ENSG00000184345,protein_coding,642,ENSP00000329904,164
SLIT3,ENSG00000184347,protein_coding,14261,ENSP00000332164,1530
EFNA5,ENSG00000184349,protein_coding,5735,ENSP00000328777,228
MRGPRE,ENSG00000184350,protein_coding,4108,ENSP00000374482,312
KRTAP19-1,ENSG00000184351,protein_coding,662,ENSP00000375108,90
H1-5,ENSG00000184357,protein_coding,797,ENSP00000330074,226
SPATA32,ENSG00000184361,protein_coding,1928,ENSP00000331532,384
PKP3,ENSG00000184363,protein_coding,3795,ENSP00000331678,797
MAP7D2,ENSG00000184368,protein_coding,4366,ENSP00000368964,773
CSF1,ENSG00000184371,protein_coding,5238,ENSP00000327513,554
COLEC10,ENSG00000184374,protein_coding,3537,ENSP00000332723,277
ACTRT3,ENSG00000184378,protein_coding,1671,ENSP00000333037,372
PLA2G6,ENSG00000184381,protein_coding,8150,ENSP00000499711,820
MAML2,ENSG00000184384,protein_coding,7121,ENSP00000434552,1156
PABPC1L2B,ENSG00000184388,protein_coding,3168,ENSP00000362621,200
A3GALT2,ENSG00000184389,protein_coding,1023,ENSP00000475261,340
OR4N5,ENSG00000184394,protein_coding,2187,ENSP00000493307,308
SS18L1,ENSG00000184402,protein_coding,5150,ENSP00000333012,396
KCND2,ENSG00000184408,protein_coding,6054,ENSP00000333496,630
TOP1MT,ENSG00000184428,protein_coding,6425,ENSP00000328835,601
COPB2,ENSG00000184432,protein_coding,18721,ENSP00000329419,906
LRRC19,ENSG00000184434,protein_coding,3588,ENSP00000369395,370
THAP7,ENSG00000184436,protein_coding,2879,ENSP00000215742,309
KNTC1,ENSG00000184445,protein_coding,11325,ENSP00000328236,2209
CCR10,ENSG00000184451,protein_coding,2619,ENSP00000332504,362
NCMAP,ENSG00000184454,protein_coding,4146,ENSP00000363513,102
BPIFC,ENSG00000184459,protein_coding,2316,ENSP00000300399,507
WDR27,ENSG00000184465,protein_coding,12610,ENSP00000416289,895
TXNRD2,ENSG00000184470,protein_coding,8201,ENSP00000383365,524
C1QTNF8,ENSG00000184471,protein_coding,5098,ENSP00000330426,252
OR56A3,ENSG00000184478,protein_coding,4832,ENSP00000493059,315
FOXO4,ENSG00000184481,protein_coding,3793,ENSP00000363377,505
POU3F2,ENSG00000184486,protein_coding,4885,ENSP00000329170,443
PTP4A3,ENSG00000184489,protein_coding,3692,ENSP00000332274,173
FOXD4L1,ENSG00000184492,protein_coding,2486,ENSP00000302756,408
TMEM255B,ENSG00000184497,protein_coding,7301,ENSP00000364502,326
PROS1,ENSG00000184500,protein_coding,5270,ENSP00000497376,708
GAST,ENSG00000184502,protein_coding,465,ENSP00000331358,101
NUTM1,ENSG00000184507,protein_coding,4196,ENSP00000444896,1160
HDDC3,ENSG00000184508,protein_coding,5229,ENSP00000377814,179
BEX5,ENSG00000184515,protein_coding,983,ENSP00000328030,111
ZFP1,ENSG00000184517,protein_coding,3759,ENSP00000377080,407
CEND1,ENSG00000184524,protein_coding,1628,ENSP00000328336,149
C6orf58,ENSG00000184530,protein_coding,1533,ENSP00000328069,330
DHRS7C,ENSG00000184544,protein_coding,1301,ENSP00000327975,312
DUSP8,ENSG00000184545,protein_coding,4960,ENSP00000329539,625
SOCS3,ENSG00000184557,protein_coding,2734,ENSP00000330341,225
SPEM2,ENSG00000184560,protein_coding,1650,ENSP00000328061,501
SLITRK6,ENSG00000184564,protein_coding,4416,ENSP00000495507,841
PIWIL3,ENSG00000184571,protein_coding,3801,ENSP00000330031,882
LPAR5,ENSG00000184574,protein_coding,2771,ENSP00000327875,372
XPOT,ENSG00000184575,protein_coding,7320,ENSP00000327821,962
STING1,ENSG00000184584,protein_coding,4798,ENSP00000331288,379
PDE4B,ENSG00000184588,protein_coding,8930,ENSP00000342637,736
TAFA3,ENSG00000184599,protein_coding,1677,ENSP00000358644,169
C14orf180,ENSG00000184601,protein_coding,2956,ENSP00000333041,177
SNN,ENSG00000184602,protein_coding,3264,ENSP00000329287,88
KCNH7,ENSG00000184611,protein_coding,5003,ENSP00000331727,1196
NELL2,ENSG00000184613,protein_coding,6405,ENSP00000416341,866
SPDYE12,ENSG00000184616,protein_coding,2901,ENSP00000510197,265
KRBA2,ENSG00000184619,protein_coding,13509,ENSP00000494883,492
MED12,ENSG00000184634,protein_coding,17341,ENSP00000363215,2180
ZNF93,ENSG00000184635,protein_coding,5579,ENSP00000342002,620
SEPTIN9,ENSG00000184640,protein_coding,13772,ENSP00000391249,586
PRSS55,ENSG00000184647,protein_coding,3150,ENSP00000333003,352
ODF4,ENSG00000184650,protein_coding,1352,ENSP00000331086,257
FOXD4L4,ENSG00000184659,protein_coding,1251,ENSP00000366630,416
CDCA2,ENSG00000184661,protein_coding,3697,ENSP00000328228,1023
RALYL,ENSG00000184672,protein_coding,4538,ENSP00000430128,304
AMER1,ENSG00000184675,protein_coding,8407,ENSP00000364003,1135
ZBTB40,ENSG00000184677,protein_coding,9169,ENSP00000364798,1239
H2BC21,ENSG00000184678,protein_coding,2224,ENSP00000358151,126
CLDN6,ENSG00000184697,protein_coding,1739,ENSP00000328674,220
OR51M1,ENSG00000184698,protein_coding,4099,ENSP00000333196,326
SEPTIN5,ENSG00000184702,protein_coding,4564,ENSP00000372515,378
EIF4ENIF1,ENSG00000184708,protein_coding,6102,ENSP00000328103,985
LRRC26,ENSG00000184709,protein_coding,1209,ENSP00000360597,334
SERINC4,ENSG00000184716,protein_coding,2976,ENSP00000319796,518
RNLS,ENSG00000184719,protein_coding,4790,ENSP00000332530,342
KRTAP6-1,ENSG00000184724,protein_coding,500,ENSP00000332690,71
APOBR,ENSG00000184730,protein_coding,3792,ENSP00000457539,1097
FAM110C,ENSG00000184731,protein_coding,4088,ENSP00000328347,321
DDX53,ENSG00000184735,protein_coding,3630,ENSP00000368667,631
ATL3,ENSG00000184743,protein_coding,7600,ENSP00000381844,541
NDUFA12,ENSG00000184752,protein_coding,8223,ENSP00000449144,161
SMIM10,ENSG00000184785,protein_coding,1483,ENSP00000328335,83
DYNLT2,ENSG00000184786,protein_coding,2631,ENSP00000355736,198
UBE2G2,ENSG00000184787,protein_coding,7195,ENSP00000338348,165
SATL1,ENSG00000184788,protein_coding,6990,ENSP00000493598,695
OSBP2,ENSG00000184792,protein_coding,6632,ENSP00000332576,916
TRARG1,ENSG00000184811,protein_coding,3588,ENSP00000329548,177
PRR23B,ENSG00000184814,protein_coding,1896,ENSP00000328768,265
ZBTB7C,ENSG00000184828,protein_coding,7610,ENSP00000439781,619
APOO,ENSG00000184831,protein_coding,2357,ENSP00000368528,198
PRR16,ENSG00000184838,protein_coding,2252,ENSP00000385118,304
TMED9,ENSG00000184840,protein_coding,3513,ENSP00000330945,235
DRD1,ENSG00000184845,protein_coding,4031,ENSP00000377353,446
TMEM186,ENSG00000184857,protein_coding,1972,ENSP00000331640,213
SDR42E1,ENSG00000184860,protein_coding,11904,ENSP00000332407,393
RBM33,ENSG00000184863,protein_coding,13132,ENSP00000384160,1170
ARMCX2,ENSG00000184867,protein_coding,3548,ENSP00000328631,632
BTBD6,ENSG00000184887,protein_coding,2400,ENSP00000376337,538
SRY,ENSG00000184895,protein_coding,828,ENSP00000372547,204
H1-10,ENSG00000184897,protein_coding,1516,ENSP00000516065,264
RBM43,ENSG00000184898,protein_coding,4701,ENSP00000331211,357
SUMO3,ENSG00000184900,protein_coding,2732,ENSP00000380990,147
IMMP2L,ENSG00000184903,protein_coding,3970,ENSP00000329553,175
TCEAL2,ENSG00000184905,protein_coding,3163,ENSP00000332359,227
CLCNKB,ENSG00000184908,protein_coding,5887,ENSP00000364831,687
DMRTC1B,ENSG00000184911,protein_coding,2033,ENSP00000334501,192
JAG2,ENSG00000184916,protein_coding,6396,ENSP00000328169,1238
FMNL1,ENSG00000184922,protein_coding,7542,ENSP00000465474,1104
NUTM2A,ENSG00000184923,protein_coding,5082,ENSP00000371126,878
PTRHD1,ENSG00000184924,protein_coding,1932,ENSP00000330389,140
LCN12,ENSG00000184925,protein_coding,2862,ENSP00000360696,192
OR6A2,ENSG00000184933,protein_coding,4295,ENSP00000492990,327
WT1,ENSG00000184937,protein_coding,8133,ENSP00000415516,522
ZFP90,ENSG00000184939,protein_coding,7015,ENSP00000381304,636
AQP12A,ENSG00000184945,protein_coding,1685,ENSP00000337144,295
FAM227A,ENSG00000184949,protein_coding,10779,ENSP00000348086,651
OR6C70,ENSG00000184954,protein_coding,939,ENSP00000329153,312
MUC6,ENSG00000184956,protein_coding,8438,ENSP00000406861,2439
NOC4L,ENSG00000184967,protein_coding,2020,ENSP00000328854,516
USP18,ENSG00000184979,protein_coding,4409,ENSP00000215794,372
NDUFA6,ENSG00000184983,protein_coding,1344,ENSP00000482543,154
CHRM5,ENSG00000184984,protein_coding,6041,ENSP00000372750,532
SORCS2,ENSG00000184985,protein_coding,6289,ENSP00000422185,1159
TMEM121,ENSG00000184986,protein_coding,1882,ENSP00000376304,319
TMEM106A,ENSG00000184988,protein_coding,3577,ENSP00000466820,262
SIVA1,ENSG00000184990,protein_coding,4729,ENSP00000329213,175
BRI3BP,ENSG00000184992,protein_coding,6703,ENSP00000500775,282
IFNE,ENSG00000184995,protein_coding,1475,ENSP00000418018,208
SLC22A10,ENSG00000184999,protein_coding,4910,ENSP00000327569,541
DGAT1,ENSG00000185000,protein_coding,4131,ENSP00000482264,488
RFX6,ENSG00000185002,protein_coding,4091,ENSP00000332208,928
ROBO2,ENSG00000185008,protein_coding,16659,ENSP00000512767,1531
AP3M1,ENSG00000185009,protein_coding,5691,ENSP00000347408,418
F8,ENSG00000185010,protein_coding,10956,ENSP00000353393,2351
NT5C1B,ENSG00000185013,protein_coding,3988,ENSP00000352904,610
CA13,ENSG00000185015,protein_coding,5597,ENSP00000318912,262
UBOX5,ENSG00000185019,protein_coding,4738,ENSP00000217173,541
MAFF,ENSG00000185022,protein_coding,5611,ENSP00000345393,164
BRF1,ENSG00000185024,protein_coding,12962,ENSP00000448387,677
LRRC14B,ENSG00000185028,protein_coding,2570,ENSP00000327675,514
SEMA4B,ENSG00000185033,protein_coding,6995,ENSP00000332204,837
MROH2A,ENSG00000185038,protein_coding,5730,ENSP00000477597,1688
SPDYE16,ENSG00000185040,protein_coding,4023,ENSP00000487772,352
CIB1,ENSG00000185043,protein_coding,3520,ENSP00000479860,231
ANKS1B,ENSG00000185046,protein_coding,11333,ENSP00000508105,1285
NELFA,ENSG00000185049,protein_coding,5057,ENSP00000445757,539
SLC24A3,ENSG00000185052,protein_coding,3922,ENSP00000333519,644
SGCZ,ENSG00000185053,protein_coding,7345,ENSP00000371512,312
EFCAB10,ENSG00000185055,protein_coding,2578,ENSP00000417841,149
C5orf47,ENSG00000185056,protein_coding,2747,ENSP00000340887,176
KRT76,ENSG00000185069,protein_coding,2529,ENSP00000330101,638
FLRT2,ENSG00000185070,protein_coding,38108,ENSP00000332879,660
INTS5,ENSG00000185085,protein_coding,3285,ENSP00000327889,1019
RPS27L,ENSG00000185088,protein_coding,8825,ENSP00000453764,100
MANEAL,ENSG00000185090,protein_coding,2973,ENSP00000362136,457
ADSS1,ENSG00000185100,protein_coding,5787,ENSP00000333019,500
ANO9,ENSG00000185101,protein_coding,6207,ENSP00000332788,782
FAF1,ENSG00000185104,protein_coding,7549,ENSP00000379457,650
MYADML2,ENSG00000185105,protein_coding,2452,ENSP00000386702,307
FAM43A,ENSG00000185112,protein_coding,3155,ENSP00000371397,423
NSMCE3,ENSG00000185115,protein_coding,4834,ENSP00000330694,304
HSF1,ENSG00000185122,protein_coding,5305,ENSP00000431512,529
C6orf120,ENSG00000185127,protein_coding,4235,ENSP00000346931,191
PURA,ENSG00000185129,protein_coding,12519,ENSP00000332706,322
H2BC13,ENSG00000185130,protein_coding,451,ENSP00000366618,126
INPP5J,ENSG00000185133,protein_coding,4823,ENSP00000333262,1006
NPY2R,ENSG00000185149,protein_coding,3621,ENSP00000332591,381
MIXL1,ENSG00000185155,protein_coding,2035,ENSP00000442439,240
MFSD6L,ENSG00000185156,protein_coding,2256,ENSP00000330051,586
LRRC37B,ENSG00000185158,protein_coding,6770,ENSP00000340519,947
DDX51,ENSG00000185163,protein_coding,6349,ENSP00000380495,666
NOMO2,ENSG00000185164,protein_coding,6801,ENSP00000370883,1267
AQP12B,ENSG00000185176,protein_coding,3303,ENSP00000384894,307
ZNF479,ENSG00000185177,protein_coding,4108,ENSP00000333776,524
SIGIRR,ENSG00000185187,protein_coding,3806,ENSP00000433022,504
NRBP2,ENSG00000185189,protein_coding,4934,ENSP00000414055,501
PRSS57,ENSG00000185198,protein_coding,1090,ENSP00000482358,283
IFITM2,ENSG00000185201,protein_coding,1606,ENSP00000506427,178
TNFAIP2,ENSG00000185215,protein_coding,5058,ENSP00000332326,654
ZNF445,ENSG00000185219,protein_coding,18884,ENSP00000379387,1031
PGBD2,ENSG00000185220,protein_coding,3651,ENSP00000331643,592
TCEAL9,ENSG00000185222,protein_coding,1974,ENSP00000361745,104
MC2R,ENSG00000185231,protein_coding,3730,ENSP00000333821,297
RAB11B,ENSG00000185236,protein_coding,2309,ENSP00000333547,218
PRMT3,ENSG00000185238,protein_coding,5483,ENSP00000331879,531
GP1BA,ENSG00000185245,protein_coding,2514,ENSP00000329380,652
PRPF39,ENSG00000185246,protein_coding,4924,ENSP00000348010,669
MAGEA11,ENSG00000185247,protein_coding,3467,ENSP00000347358,429
PPIL6,ENSG00000185250,protein_coding,4481,ENSP00000392257,337
ZNF74,ENSG00000185252,protein_coding,6251,ENSP00000383301,644
KIAA0825,ENSG00000185261,protein_coding,12529,ENSP00000515512,1280
UBALD2,ENSG00000185262,protein_coding,1650,ENSP00000331298,164
TEX33,ENSG00000185264,protein_coding,1164,ENSP00000371243,280
CDNF,ENSG00000185267,protein_coding,1703,ENSP00000419395,187
NOTUM,ENSG00000185269,protein_coding,2913,ENSP00000387310,496
KLHL33,ENSG00000185271,protein_coding,5509,ENSP00000490040,797
RBM11,ENSG00000185272,protein_coding,2360,ENSP00000383421,281
GALNT17,ENSG00000185274,protein_coding,4894,ENSP00000329654,598
ZBTB37,ENSG00000185278,protein_coding,19437,ENSP00000356674,503
NUPR2,ENSG00000185290,protein_coding,620,ENSP00000455442,97
IL3RA,ENSG00000185291,protein_coding,1710,ENSP00000327890,378
SPPL2C,ENSG00000185294,protein_coding,2187,ENSP00000332488,684
CCDC137,ENSG00000185298,protein_coding,2389,ENSP00000458350,292
SFTPA2,ENSG00000185303,protein_coding,2695,ENSP00000361400,248
RGPD2,ENSG00000185304,protein_coding,6830,ENSP00000381214,1756
ARL15,ENSG00000185305,protein_coding,3794,ENSP00000433427,204
C12orf56,ENSG00000185306,protein_coding,5070,ENSP00000446101,622
SCN10A,ENSG00000185313,protein_coding,6730,ENSP00000499510,1964
CDK10,ENSG00000185324,protein_coding,6779,ENSP00000338673,360
SOCS1,ENSG00000185338,protein_coding,1788,ENSP00000329418,211
TCN2,ENSG00000185339,protein_coding,4827,ENSP00000513642,437
GAS2L1,ENSG00000185340,protein_coding,4447,ENSP00000479551,681
ATP6V0A2,ENSG00000185344,protein_coding,17214,ENSP00000332247,856
PRKN,ENSG00000185345,protein_coding,11631,ENSP00000355865,465
TEDC1,ENSG00000185347,protein_coding,6698,ENSP00000376308,495
HS6ST3,ENSG00000185352,protein_coding,8536,ENSP00000365895,471
HGS,ENSG00000185359,protein_coding,10849,ENSP00000504151,800
TNFAIP8L1,ENSG00000185361,protein_coding,6669,ENSP00000331827,186
OR2V1,ENSG00000185372,protein_coding,2785,ENSP00000492982,315
RAD51D,ENSG00000185379,protein_coding,11282,ENSP00000466399,348
OR7A17,ENSG00000185385,protein_coding,3757,ENSP00000493071,309
MAPK11,ENSG00000185386,protein_coding,2688,ENSP00000333685,364
SP140L,ENSG00000185404,protein_coding,5650,ENSP00000397911,580
MRPL30,ENSG00000185414,protein_coding,4760,ENSP00000338057,161
TARS3,ENSG00000185418,protein_coding,4455,ENSP00000338093,802
SMYD3,ENSG00000185420,protein_coding,5866,ENSP00000419184,428
METTL7A,ENSG00000185432,protein_coding,4076,ENSP00000331787,244
IFNLR1,ENSG00000185436,protein_coding,4940,ENSP00000327824,520
SH3BGR,ENSG00000185437,protein_coding,1448,ENSP00000332513,176
FAM174B,ENSG00000185442,protein_coding,4469,ENSP00000329040,159
FAM47A,ENSG00000185448,protein_coding,2563,ENSP00000345029,791
ZSWIM9,ENSG00000185453,protein_coding,3763,ENSP00000480314,920
KPNA7,ENSG00000185467,protein_coding,1983,ENSP00000330878,516
TMEM179B,ENSG00000185475,protein_coding,1504,ENSP00000333697,219
GPRIN3,ENSG00000185477,protein_coding,15135,ENSP00000328672,776
KRT6B,ENSG00000185479,protein_coding,2302,ENSP00000252252,564
PARPBP,ENSG00000185480,protein_coding,4747,ENSP00000440850,656
STAC3,ENSG00000185482,protein_coding,2091,ENSP00000329200,364
ROR1,ENSG00000185483,protein_coding,6718,ENSP00000360120,937
MUC1,ENSG00000185499,protein_coding,2401,ENSP00000481231,475
FAAP100,ENSG00000185504,protein_coding,5353,ENSP00000333283,881
IRF7,ENSG00000185507,protein_coding,2612,ENSP00000329411,516
L3MBTL1,ENSG00000185513,protein_coding,15556,ENSP00000398516,862
BRCC3,ENSG00000185515,protein_coding,3166,ENSP00000358474,316
SV2B,ENSG00000185518,protein_coding,13710,ENSP00000332818,683
FAM131C,ENSG00000185519,protein_coding,1720,ENSP00000364814,280
LMNTD2,ENSG00000185522,protein_coding,2898,ENSP00000331167,634
SPATA45,ENSG00000185523,protein_coding,506,ENSP00000419160,98
PDE6G,ENSG00000185527,protein_coding,1095,ENSP00000328412,87
PRKG1,ENSG00000185532,protein_coding,12931,ENSP00000363092,686
NR2F2,ENSG00000185551,protein_coding,6476,ENSP00000377721,414
DLK1,ENSG00000185559,protein_coding,5247,ENSP00000340292,383
TLCD2,ENSG00000185561,protein_coding,5884,ENSP00000331965,264
LSAMP,ENSG00000185565,protein_coding,10863,ENSP00000328455,345
AHNAK2,ENSG00000185567,protein_coding,18788,ENSP00000353114,5795
OLFML2A,ENSG00000185585,protein_coding,6771,ENSP00000362682,652
SP1,ENSG00000185591,protein_coding,8083,ENSP00000329357,785
MRPL40,ENSG00000185608,protein_coding,1322,ENSP00000333401,206
DBX2,ENSG00000185610,protein_coding,2806,ENSP00000331470,339
INKA1,ENSG00000185614,protein_coding,1033,ENSP00000329735,285
PDIA2,ENSG00000185615,protein_coding,2236,ENSP00000219406,525
PCGF3,ENSG00000185619,protein_coding,6874,ENSP00000354724,242
LMLN,ENSG00000185621,protein_coding,8692,ENSP00000410926,684
P4HB,ENSG00000185624,protein_coding,11132,ENSP00000506014,557
PSMD13,ENSG00000185627,protein_coding,4347,ENSP00000396937,378
PBX1,ENSG00000185630,protein_coding,23367,ENSP00000405890,430
NDUFA4L2,ENSG00000185633,protein_coding,2803,ENSP00000452193,93
SHC4,ENSG00000185634,protein_coding,6532,ENSP00000329668,630
KRT79,ENSG00000185640,protein_coding,2560,ENSP00000328358,535
ZFP36L1,ENSG00000185650,protein_coding,6466,ENSP00000337386,338
UBE2L3,ENSG00000185651,protein_coding,3947,ENSP00000400906,212
NTF3,ENSG00000185652,protein_coding,2923,ENSP00000397297,270
BRWD1,ENSG00000185658,protein_coding,22595,ENSP00000330753,2320
SMIM23,ENSG00000185662,protein_coding,1696,ENSP00000430818,172
PMEL,ENSG00000185664,protein_coding,3671,ENSP00000402758,668
SYN3,ENSG00000185666,protein_coding,10168,ENSP00000351614,580
POU3F1,ENSG00000185668,protein_coding,2965,ENSP00000362103,451
SNAI3,ENSG00000185669,protein_coding,1740,ENSP00000327968,292
ZBTB3,ENSG00000185670,protein_coding,3344,ENSP00000501025,574
LYG2,ENSG00000185674,protein_coding,1270,ENSP00000327533,212
MORN5,ENSG00000185681,protein_coding,868,ENSP00000362869,161
PRAME,ENSG00000185686,protein_coding,3806,ENSP00000381728,509
MYBL1,ENSG00000185697,protein_coding,7239,ENSP00000429633,752
MOSMO,ENSG00000185716,protein_coding,6231,ENSP00000454926,167
DRG1,ENSG00000185721,protein_coding,2032,ENSP00000329715,367
ANKFY1,ENSG00000185722,protein_coding,14224,ENSP00000459943,1211
YTHDF3,ENSG00000185728,protein_coding,6163,ENSP00000481476,588
ZNF696,ENSG00000185730,protein_coding,5903,ENSP00000328515,374
ADARB2,ENSG00000185736,protein_coding,10567,ENSP00000370713,739
NRG3,ENSG00000185737,protein_coding,5192,ENSP00000384796,720
SRL,ENSG00000185739,protein_coding,5702,ENSP00000461179,486
C11orf87,ENSG00000185742,protein_coding,5867,ENSP00000331581,197
IFIT1,ENSG00000185745,protein_coding,4614,ENSP00000360869,478
CXorf38,ENSG00000185753,protein_coding,6050,ENSP00000330488,319
CLDN24,ENSG00000185758,protein_coding,663,ENSP00000438400,220
KCNQ5,ENSG00000185760,protein_coding,11321,ENSP00000345055,951
ADAMTSL5,ENSG00000185761,protein_coding,3621,ENSP00000327608,471
KCNIP4,ENSG00000185774,protein_coding,4127,ENSP00000371587,250
SPATA31A6,ENSG00000185775,protein_coding,4312,ENSP00000329825,1343
MORF4L1,ENSG00000185787,protein_coding,8351,ENSP00000331310,362
NLRP9,ENSG00000185792,protein_coding,3593,ENSP00000331857,991
WDR53,ENSG00000185798,protein_coding,1797,ENSP00000328079,358
DMWD,ENSG00000185800,protein_coding,5701,ENSP00000270223,674
SLC52A2,ENSG00000185803,protein_coding,3820,ENSP00000333638,445
PIGP,ENSG00000185808,protein_coding,4247,ENSP00000420037,158
IKZF1,ENSG00000185811,protein_coding,10921,ENSP00000513805,539
PCYT2,ENSG00000185813,protein_coding,6872,ENSP00000442050,407
NAT8L,ENSG00000185818,protein_coding,6056,ENSP00000413064,302
OR6C76,ENSG00000185821,protein_coding,939,ENSP00000328402,312
NPAP1,ENSG00000185823,protein_coding,7619,ENSP00000333735,1156
BCAP31,ENSG00000185825,protein_coding,3301,ENSP00000392330,313
ARL17A,ENSG00000185829,protein_coding,14368,ENSP00000516344,239
GNB1L,ENSG00000185838,protein_coding,6989,ENSP00000331313,327
DNAH14,ENSG00000185842,protein_coding,19693,ENSP00000508305,4617
CCDC190,ENSG00000185860,protein_coding,5861,ENSP00000356886,302
EVI2B,ENSG00000185862,protein_coding,2061,ENSP00000333779,448
TMEM210,ENSG00000185863,protein_coding,786,ENSP00000456333,147
NPIPB4,ENSG00000185864,protein_coding,8005,ENSP00000507812,1222
ZNF829,ENSG00000185869,protein_coding,7742,ENSP00000428679,513
TMPRSS11B,ENSG00000185873,protein_coding,3352,ENSP00000330475,416
THNSL1,ENSG00000185875,protein_coding,3834,ENSP00000365534,743
TRIM69,ENSG00000185880,protein_coding,9265,ENSP00000332284,500
ATP6V0C,ENSG00000185883,protein_coding,1416,ENSP00000329757,155
IFITM1,ENSG00000185885,protein_coding,1666,ENSP00000505048,155
PRSS38,ENSG00000185888,protein_coding,1285,ENSP00000355719,326
BPY2C,ENSG00000185894,protein_coding,1436,ENSP00000371724,106
LAMP1,ENSG00000185896,protein_coding,5741,ENSP00000333298,417
FFAR3,ENSG00000185897,protein_coding,1859,ENSP00000328230,346
TAS2R60,ENSG00000185899,protein_coding,957,ENSP00000327724,318
POMK,ENSG00000185900,protein_coding,12471,ENSP00000331258,350
C16orf54,ENSG00000185905,protein_coding,2569,ENSP00000327506,224
KLHDC8B,ENSG00000185909,protein_coding,2171,ENSP00000327468,354
KLHL34,ENSG00000185915,protein_coding,3641,ENSP00000368813,644
SETD4,ENSG00000185917,protein_coding,7288,ENSP00000329189,440
PTCH1,ENSG00000185920,protein_coding,17281,ENSP00000332353,1447
RTN4RL1,ENSG00000185924,protein_coding,3614,ENSP00000330631,441
OR4C46,ENSG00000185926,protein_coding,930,ENSP00000329056,309
CALHM1,ENSG00000185933,protein_coding,3212,ENSP00000329926,346
KRTAP5-5,ENSG00000185940,protein_coding,1156,ENSP00000382584,237
NKAIN3,ENSG00000185942,protein_coding,28726,ENSP00000502526,247
RNPC3,ENSG00000185946,protein_coding,6867,ENSP00000391432,517
ZNF267,ENSG00000185947,protein_coding,6284,ENSP00000300870,743
IRS2,ENSG00000185950,protein_coding,8156,ENSP00000365016,1338
C7orf61,ENSG00000185955,protein_coding,1175,ENSP00000327732,206
FAM186A,ENSG00000185958,protein_coding,8296,ENSP00000329995,2351
SHOX,ENSG00000185960,protein_coding,9145,ENSP00000370990,292
LCE3A,ENSG00000185962,protein_coding,270,ENSP00000335006,89
BICD2,ENSG00000185963,protein_coding,6448,ENSP00000349351,855
LCE3E,ENSG00000185966,protein_coding,619,ENSP00000357778,92
CCIN,ENSG00000185972,protein_coding,1947,ENSP00000334996,588
TMLHE,ENSG00000185973,protein_coding,5111,ENSP00000502604,432
GRK1,ENSG00000185974,protein_coding,4878,ENSP00000334876,563
DEFB128,ENSG00000185982,protein_coding,403,ENSP00000335382,93
SLITRK2,ENSG00000185985,protein_coding,11884,ENSP00000334374,845
PLK5,ENSG00000185988,protein_coding,3972,ENSP00000466248,336
RASA3,ENSG00000185989,protein_coding,4775,ENSP00000335029,834
LRCH3,ENSG00000186001,protein_coding,12639,ENSP00000394763,803
LEMD1,ENSG00000186007,protein_coding,1041,ENSP00000356121,181
ATP4B,ENSG00000186009,protein_coding,1500,ENSP00000334216,291
NDUFA13,ENSG00000186010,protein_coding,2708,ENSP00000465129,150
ZNF566,ENSG00000186017,protein_coding,6481,ENSP00000376010,419
ZNF529,ENSG00000186020,protein_coding,8177,ENSP00000465578,563
ZNF284,ENSG00000186026,protein_coding,4336,ENSP00000411032,593
HTR3E,ENSG00000186038,protein_coding,2523,ENSP00000406050,482
DLEU7,ENSG00000186047,protein_coding,7508,ENSP00000427177,221
KRT73,ENSG00000186049,protein_coding,2652,ENSP00000307014,540
TAL2,ENSG00000186051,protein_coding,668,ENSP00000334547,108
AIDA,ENSG00000186063,protein_coding,4232,ENSP00000339161,306
CDIN1,ENSG00000186073,protein_coding,9278,ENSP00000456477,287
CD300LF,ENSG00000186074,protein_coding,2161,ENSP00000462309,305
ZPBP2,ENSG00000186075,protein_coding,2257,ENSP00000335384,338
KRT5,ENSG00000186081,protein_coding,4133,ENSP00000252242,590
NBPF6,ENSG00000186086,protein_coding,3504,ENSP00000359057,667
GSAP,ENSG00000186088,protein_coding,8950,ENSP00000257626,854
HTR3D,ENSG00000186090,protein_coding,2068,ENSP00000371929,454
OR4F5,ENSG00000186092,protein_coding,2618,ENSP00000493376,326
AGBL4,ENSG00000186094,protein_coding,7501,ENSP00000360905,503
ARGFX,ENSG00000186103,protein_coding,5047,ENSP00000335578,315
CYP2R1,ENSG00000186104,protein_coding,4495,ENSP00000334592,501
LRRC70,ENSG00000186105,protein_coding,2163,ENSP00000399441,622
ANKRD46,ENSG00000186106,protein_coding,5820,ENSP00000429015,232
